HGNC ID	Approved symbol	Approved name	Status	Previous symbols	Alias symbols	Chromosome	Accession numbers
HGNC:24993	COMMD2	COMM domain containing 2	Approved		HSPC042	3q25.1	AY542158
HGNC:23332	COMMD3	COMM domain containing 3	Approved	C10orf8	BUP	10p12.2	AY542159
HGNC:26027	COMMD4	COMM domain containing 4	Approved		FLJ20452	15q24.2	AY542160
HGNC:17902	COMMD5	COMM domain containing 5	Approved		HT002, FLJ13008, HCaRG	8q24.3	AK023070
HGNC:24015	COMMD6	COMM domain containing 6	Approved		Acrg	13q22.2	AY542161
HGNC:16223	COMMD7	COMM domain containing 7	Approved	C20orf92	dJ1085F17.3	20q11.21	AY542162
HGNC:26036	COMMD8	COMM domain containing 8	Approved		FLJ20502	4p12	AY542163
HGNC:25014	COMMD9	COMM domain containing 9	Approved		HSPC166, FLJ31106	11p13	AY542164
HGNC:30201	COMMD10	COMM domain containing 10	Approved		PTD002	5q23.1	AY542165
HGNC:2227	COMP	cartilage oligomeric matrix protein	Approved	PSACH, EDM1, EPD1	MED, THBS5, TSP5, TSP-5	19p13.11	L32137
HGNC:2228	COMT	catechol-O-methyltransferase	Approved			22q11.21	
HGNC:26309	COMTD1	catechol-O-methyltransferase domain containing 1	Approved		FLJ23841	10q22.2	
HGNC:17440	COP1	COP1 E3 ubiquitin ligase	Approved	RFWD2	FLJ10416, RNF200, FAP78, CFAP78	1q25.1-q25.2	AK001278
HGNC:2230	COPA	COPI coat complex subunit alpha	Approved		HEP-COP	1q23.2	U24105
HGNC:2231	COPB1	COPI coat complex subunit beta 1	Approved	COPB		11p15.2	BC037280
HGNC:2232	COPB2	COPI coat complex subunit beta 2	Approved		beta'-COP, betaprime-COP	3q23	BC000326
HGNC:2234	COPE	COPI coat complex subunit epsilon	Approved		epsilon-COP	19p13.11	AJ131182
HGNC:2236	COPG1	COPI coat complex subunit gamma 1	Approved	COPG		3q21.3	AB047846
HGNC:2237	COPG2	COPI coat complex subunit gamma 2	Approved		2-COP	7q32.2	AF157833
HGNC:28848	COPRS	coordinator of PRMT5 and differentiation stimulator	Approved	C17orf79	TTP1, HSA272196, COPR5	17q11.2	AJ272196
HGNC:30747	COPS2	COP9 signalosome subunit 2	Approved		TRIP15, ALIEN, CSN2	15q21.1	AF212227
HGNC:2239	COPS3	COP9 signalosome subunit 3	Approved		SGN3, CSN3	17p11.2	AF031647
HGNC:16702	COPS4	COP9 signalosome subunit 4	Approved		CSN4, SGN4	4q21.22	AF100757
HGNC:2240	COPS5	COP9 signalosome subunit 5	Approved		JAB1, SGN5, MOV-34, CSN5	8q13.1	U65928
HGNC:21749	COPS6	COP9 signalosome subunit 6	Approved		MOV34-34KD, CSN6	7q22.1	BC002520
HGNC:16758	COPS7A	COP9 signalosome subunit 7A	Approved		CSN7A	12p13.31	AF193844
HGNC:16760	COPS7B	COP9 signalosome subunit 7B	Approved		CSN7B	2q37.1	AK022674
HGNC:24335	COPS8	COP9 signalosome subunit 8	Approved		COP9, CSN8, MGC1297, SGN8	2q37.3	
HGNC:21314	COPS9	COP9 signalosome subunit 9	Approved	MYEOV2	CSNAP	2q37.3	AF453951
HGNC:2243	COPZ1	COPI coat complex subunit zeta 1	Approved	COPZ	CGI-120	12q13.13	AF151878
HGNC:19356	COPZ2	COPI coat complex subunit zeta 2	Approved		MGC23008	17q21.32	AB037938
HGNC:25223	COQ2	coenzyme Q2, polyprenyltransferase	Approved		CL640, FLJ26072	4q21.23	
HGNC:18175	COQ3	coenzyme Q3, methyltransferase	Approved		bA9819.1	6q16.2	AF193016
HGNC:19693	COQ4	coenzyme Q4	Approved		CGI-92	9q34.11	AF151850
HGNC:28722	COQ5	coenzyme Q5, methyltransferase	Approved		MGC4767	12q24.31	AK057777
HGNC:20233	COQ6	coenzyme Q6, monooxygenase	Approved		CGI-10	14q24.3	AF132944
HGNC:2244	COQ7	coenzyme Q7, hydroxylase	Approved		CLK-1, CAT5	16p12.3	U81276
HGNC:16812	COQ8A	coenzyme Q8A	Approved	CABC1, ADCK3	COQ8, SCAR9	1q42.13	AJ278126
HGNC:19041	COQ8B	coenzyme Q8B	Approved	ADCK4	FLJ12229, COQ8	19q13.2	AK022291
HGNC:25302	COQ9	coenzyme Q9	Approved	C16orf49	DKFZP434K046	16q21	BC064946
HGNC:26515	COQ10A	coenzyme Q10A	Approved		FLJ32452	12q13.3	AK057003
HGNC:25819	COQ10B	coenzyme Q10B	Approved		FLJ13448	2q33.1	AK023510
HGNC:19012	CORIN	corin, serine peptidase	Approved		PRSC, CRN, ATC2, Lrp4, TMPRSS10	4p12	AF133845
HGNC:2252	CORO1A	coronin 1A	Approved		HCORO1, p57, coronin-1	16p11.2	X89109
HGNC:2253	CORO1B	coronin 1B	Approved		coronin-2	11q13.2	AK000860
HGNC:2254	CORO1C	coronin 1C	Approved		coronin-3, HCRNN4	12q24.11	BC002342
HGNC:2255	CORO2A	coronin 2A	Approved		IR10, WDR2	9q22.33	U57057
HGNC:2256	CORO2B	coronin 2B	Approved		ClipinC, KIAA0925	15q23	AB010098
HGNC:21356	CORO6	coronin 6	Approved		FLJ14871, ClipinE	17q11.2	AF193039
HGNC:26161	CORO7	coronin 7	Approved		FLJ22021, POD1	16p13.3	AK097238
HGNC:2257	CORT	cortistatin	Approved		MGC32686, SST2	1p36.22	AF013252
HGNC:18304	COTL1	coactosin like F-actin binding protein 1	Approved		CLP	16q24.1	L54057
HGNC:2265	COX4I1	cytochrome c oxidase subunit 4I1	Approved	COX4	COX4-1, COXIV, COXIV-1	16q24.1	AF005889
HGNC:16232	COX4I2	cytochrome c oxidase subunit 4I2	Approved	COX4L2	COXIV-2, COX4B, dJ857M17.2, COX4-2	20q11.21	AF257180
HGNC:2267	COX5A	cytochrome c oxidase subunit 5A	Approved			15q24.2	M22760
HGNC:2269	COX5B	cytochrome c oxidase subunit 5B	Approved			2q11.2	BC006229
HGNC:2277	COX6A1	cytochrome c oxidase subunit 6A1	Approved	COX6A	COX6AL	12q24.31	X15341
HGNC:2279	COX6A2	cytochrome c oxidase subunit 6A2	Approved		COX6AH, COXVIAH, COXVIa-M	16p11.2	U66875, M83308
HGNC:2280	COX6B1	cytochrome c oxidase subunit 6B1	Approved	COX6B	COXG	19q13.12	BC001015
HGNC:24380	COX6B2	cytochrome c oxidase subunit 6B2	Approved		COXVIB2, FLJ32865, CT59	19q13.42	AK057427
HGNC:2285	COX6C	cytochrome c oxidase subunit 6C	Approved			8q22.2	X13238
HGNC:2287	COX7A1	cytochrome c oxidase subunit 7A1	Approved	COX7A	COX7AH	19q13.12	BC002757
HGNC:2288	COX7A2	cytochrome c oxidase subunit 7A2	Approved		COXVIIa-L, COX7AL	6q14.1	X15822
HGNC:2289	COX7A2L	cytochrome c oxidase subunit 7A2 like	Approved		EB1, COX7RP, COX7AR, SIG81, SCAF1, SCAFI	2p21	AB007618
HGNC:2291	COX7B	cytochrome c oxidase subunit 7B	Approved			Xq21.1	Z14244
HGNC:24381	COX7B2	cytochrome c oxidase subunit 7B2	Approved			4p12	AF125109
HGNC:2292	COX7C	cytochrome c oxidase subunit 7C	Approved			5q14.3	BC001005
HGNC:2294	COX8A	cytochrome c oxidase subunit 8A	Approved	COX8	COX8-2, COX8L, VIII-L, COX, VIII	11q13.1	J04823
HGNC:24382	COX8C	cytochrome c oxidase subunit 8C	Approved		COX8-3	14q32.12	AY161004
HGNC:2260	COX10	cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10	Approved			17p12	U09466
HGNC:2261	COX11	cytochrome c oxidase copper chaperone COX11	Approved		COX11P	17q22	AF044321
HGNC:28216	COX14	cytochrome c oxidase assembly factor COX14	Approved	C12orf62	MGC14288	12q13.12	
HGNC:2263	COX15	cytochrome c oxidase assembly homolog COX15	Approved		CEMCOX2	10q24.2	AF044323
HGNC:20213	COX16	cytochrome c oxidase assembly factor COX16	Approved	C14orf112	HSPC203	14q24.2	AF151037
HGNC:2264	COX17	cytochrome c oxidase copper chaperone COX17	Approved			3q13.33	L77701
HGNC:26801	COX18	cytochrome c oxidase assembly factor COX18	Approved		FLJ38991, OXA1L2	4q13.3	AY957564
HGNC:28074	COX19	cytochrome c oxidase assembly factor COX19	Approved		MGC104475	7p22.3	AY957566
HGNC:26970	COX20	cytochrome c oxidase assembly factor COX20	Approved	FAM36A	FLJ43269	1q44	BC062419
HGNC:2295	CP	ceruloplasmin	Approved		AB073614	3q24-q25.1	M13536
HGNC:2296	CPA1	carboxypeptidase A1	Approved	CPA		7q32.2	
HGNC:2297	CPA2	carboxypeptidase A2	Approved			7q32.2	U19977
HGNC:2298	CPA3	carboxypeptidase A3	Approved			3q24	
HGNC:15740	CPA4	carboxypeptidase A4	Approved		CPA3	7q32.2	AF095719
HGNC:15722	CPA5	carboxypeptidase A5	Approved			7q32.2	AF384667
HGNC:17245	CPA6	carboxypeptidase A6	Approved		CPAH	8q13.2	AF221594
HGNC:23228	CPAMD8	C3 and PZP like alpha-2-macroglobulin domain containing 8	Approved		KIAA1283, VIP, K-CAP	19p13.11	AY101765
HGNC:2299	CPB1	carboxypeptidase B1	Approved			3q24	AJ224866
HGNC:2300	CPB2	carboxypeptidase B2	Approved		CPU, PCPB, TAFI	13q14.13	M75106
HGNC:2301	CPD	carboxypeptidase D	Approved		GP180	17q11.2	U65090
HGNC:2303	CPE	carboxypeptidase E	Approved			4q32.3	X51405
HGNC:21744	CPEB1	cytoplasmic polyadenylation element binding protein 1	Approved		FLJ13203, CPEB	15q25.2	AF329402
HGNC:21745	CPEB2	cytoplasmic polyadenylation element binding protein 2	Approved			4p15.32	AY247744
HGNC:21746	CPEB3	cytoplasmic polyadenylation element binding protein 3	Approved		KIAA0940	10q23.32	AB023157
HGNC:21747	CPEB4	cytoplasmic polyadenylation element binding protein 4	Approved		KIAA1673	5q35.2	BX538213
HGNC:26159	CPED1	cadherin like and PC-esterase domain containing 1	Approved	C7orf58	FLJ21986	7q31.31	
HGNC:51815	CPHXL	cytoplasmic polyadenylated homeobox like	Approved			16q23.1	
HGNC:55919	CPHXL2	cytoplasmic polyadenylated homeobox like 2	Approved			16q23.1	
HGNC:25801	CPLANE1	ciliogenesis and planar polarity effector complex subunit 1	Approved	C5orf42	FLJ13231, JBTS17, Hug	5p13.2	
HGNC:28127	CPLANE2	ciliogenesis and planar polarity effector complex subunit 2	Approved	C1orf89, RSG1	MGC10731	1p36.13	BC008702
HGNC:2309	CPLX1	complexin 1	Approved		CPX-I	4p16.3	AF022383
HGNC:2310	CPLX2	complexin 2	Approved		CPX-2, DKFZp547D155	5q35.2	U35100
HGNC:27652	CPLX3	complexin 3	Approved		CPX-III	15q24.1	BC018026
HGNC:24330	CPLX4	complexin 4	Approved		CPX-IV	18q21.32	AY286502
HGNC:2311	CPM	carboxypeptidase M	Approved			12q15	AF368463
HGNC:2312	CPN1	carboxypeptidase N subunit 1	Approved			10q24.2	X14329
HGNC:2313	CPN2	carboxypeptidase N subunit 2	Approved	ACBP		3q29	J05158
HGNC:2314	CPNE1	copine 1	Approved		CPN1	20q11.22	U83246
HGNC:2315	CPNE2	copine 2	Approved		CPN2	16q13	
HGNC:2316	CPNE3	copine 3	Approved			8q21.3	AB014536
HGNC:2317	CPNE4	copine 4	Approved		COPN4, CPN4	3q22.1	H29499
HGNC:2318	CPNE5	copine 5	Approved		CPN5, COPN5, KIAA1599	6p21.2	H09181
HGNC:2319	CPNE6	copine 6	Approved			14q11.2	AB009288
HGNC:2320	CPNE7	copine 7	Approved			16q24.3	AJ133798
HGNC:23498	CPNE8	copine 8	Approved			12q12	AY177785
HGNC:24336	CPNE9	copine family member 9	Approved		KIAA4217	3p25.3	
HGNC:21011	CPO	carboxypeptidase O	Approved			2q33.3	
HGNC:2321	CPOX	coproporphyrinogen oxidase	Approved	CPO	CPX, HCP	3q11.2	BC017210
HGNC:25632	CPPED1	calcineurin like phosphoesterase domain containing 1	Approved		CSTP1, FLJ11151	16p13.12	AK022710
HGNC:16910	CPQ	carboxypeptidase Q	Approved		LDP, PGCP	8q22.1	AF107834
HGNC:2323	CPS1	carbamoyl-phosphate synthase 1	Approved		GATD6	2q34	AF154830
HGNC:2324	CPSF1	cleavage and polyadenylation specific factor 1	Approved		CPSF160	8q24.3	U37012
HGNC:2325	CPSF2	cleavage and polyadenylation specific factor 2	Approved		KIAA1367, CPSF100	14q32.12	AB037788
HGNC:2326	CPSF3	cleavage and polyadenylation specific factor 3	Approved		CPSF-73, CPSF73, YSH1	2p25.1	AF171877
HGNC:2327	CPSF4	cleavage and polyadenylation specific factor 4	Approved		NAR, CPSF30	7q22.1	
HGNC:33632	CPSF4L	cleavage and polyadenylation specific factor 4 like	Approved			17q25.1	
HGNC:13871	CPSF6	cleavage and polyadenylation specific factor 6	Approved		CFIM, HPBRII-4, HPBRII-7, CFIM68, CFIM72	12q15	X67336
HGNC:30098	CPSF7	cleavage and polyadenylation specific factor 7	Approved		FLJ12529, CFIM59	11q12.2	
HGNC:2328	CPT1A	carnitine palmitoyltransferase 1A	Approved	CPT1	CPT1-L, L-CPT1	11q13.3	L39211
HGNC:2329	CPT1B	carnitine palmitoyltransferase 1B	Approved		M-CPT1, CPT1-M	22q13.33	U62733
HGNC:18540	CPT1C	carnitine palmitoyltransferase 1C	Approved		FLJ23809, CPTIC, CPT1P, CATL1	19q13.33	AF357970
HGNC:2330	CPT2	carnitine palmitoyltransferase 2	Approved	CPT1	CPTASE	1p32.3	BC002445
HGNC:28116	CPTP	ceramide-1-phosphate transfer protein	Approved	GLTPD1	MGC10334	1p36.33	BC004366
HGNC:14399	CPVL	carboxypeptidase vitellogenic like	Approved			7p14.3	AF106704
HGNC:2332	CPXCR1	CPX chromosome region candidate 1	Approved		CT77	Xq21.31	AL031116
HGNC:15771	CPXM1	carboxypeptidase X, M14 family member 1	Approved	CPXM	CPX-1, CPX1	20p13	AL035460
HGNC:26977	CPXM2	carboxypeptidase X, M14 family member 2	Approved		UNQ676, CPX2	10q26.13	AY358565
HGNC:2333	CPZ	carboxypeptidase Z	Approved			4p16.1	U83411
HGNC:2334	CR1	complement C3b/C4b receptor 1 (Knops blood group)	Approved		CD35, KN	1q32.2	Y00816
HGNC:2335	CR1L	complement C3b/C4b receptor 1 like	Approved			1q32.2	AY114160
HGNC:2336	CR2	complement C3d receptor 2	Approved		CD21, C3DR	1q32.2	M26004
HGNC:2338	CRABP1	cellular retinoic acid binding protein 1	Approved	RBP5	CRABP, CRABP-I, CRABPI	15q25.1	
HGNC:2339	CRABP2	cellular retinoic acid binding protein 2	Approved		CRABP-II	1q23.1	BC001109
HGNC:29219	CRACD	capping protein inhibiting regulator of actin dynamics	Approved	KIAA1211	CRAD	4q12	AB033037
HGNC:33454	CRACDL	CRACD like	Approved	C2orf55, KIAA1211L	MGC42367	2q11.2	BC068277
HGNC:28657	CRACR2A	calcium release activated channel regulator 2A	Approved	EFCAB4B	MGC4266, RAB46	12p13.32	BC004524
HGNC:28703	CRACR2B	calcium release activated channel regulator 2B	Approved	EFCAB4A	MGC45840	11p15.5	BC073821
HGNC:2340	CRADD	CASP2 and RIPK1 domain containing adaptor with death domain	Approved		RAIDD	12q22	U84388
HGNC:14122	CRAMP1	cramped chromatin regulator homolog 1	Approved	CRAMP1L	KIAA1426	16p13.3	AB037847
HGNC:2342	CRAT	carnitine O-acetyltransferase	Approved		CAT1	9q34.11	X78706
HGNC:2343	CRB1	crumbs cell polarity complex component 1	Approved	RP12	LCA8	1q31.3	
HGNC:18688	CRB2	crumbs cell polarity complex component 2	Approved		FLJ38464, FLJ16786	9q33.3	AK095783
HGNC:20237	CRB3	crumbs cell polarity complex component 3	Approved		MGC17303	19p13.3	AF503290
HGNC:30185	CRBN	cereblon	Approved	MRT2A	MRT2	3p26.2	BC017419
HGNC:17888	CRCP	CGRP receptor component	Approved		CGRP-RCP, RCP, RCP9, C17, POLR3I	7q11.21	AF073792
HGNC:29875	CRCT1	cysteine rich C-terminal 1	Approved	C1orf42	NICE-1	1q21.3	AJ243662
HGNC:2345	CREB1	cAMP responsive element binding protein 1	Approved			2q33.3	M27691
HGNC:2347	CREB3	cAMP responsive element binding protein 3	Approved		LZIP, Luman, sLZIP	9p13.3	AF211848
HGNC:18856	CREB3L1	cAMP responsive element binding protein 3 like 1	Approved		OASIS	11p11.2	
HGNC:23720	CREB3L2	cAMP responsive element binding protein 3 like 2	Approved		BBF2H7, TCAG_1951439	7q33	AJ549092
HGNC:18855	CREB3L3	cAMP responsive element binding protein 3 like 3	Approved		CREB-H, CREBH	19p13.3	
HGNC:18854	CREB3L4	cAMP responsive element binding protein 3 like 4	Approved		AIbZIP, CREB4, CREB3, hJAL, ATCE1	1q21.3	AF394167
HGNC:16844	CREB5	cAMP responsive element binding protein 5	Approved		H_GS165L15.1, CRE-BPA	7p15.1-p14.3	L05515
HGNC:2348	CREBBP	CREB binding protein	Approved	RSTS	RTS, CBP, KAT3A	16p13.3	U85962
HGNC:2350	CREBL2	cAMP responsive element binding protein like 2	Approved			12p13.1	AF039081
HGNC:24050	CREBRF	CREB3 regulatory factor	Approved	C5orf41	LRF	5q35.1	AY139008
HGNC:24905	CREBZF	CREB/ATF bZIP transcription factor	Approved		ZF	11q14.1	AF039942
HGNC:2351	CREG1	cellular repressor of E1A stimulated genes 1	Approved	CREG		1q24.2	AF084523
HGNC:14272	CREG2	cellular repressor of E1A stimulated genes 2	Approved			2q11.2	AB046109
HGNC:14630	CRELD1	cysteine rich with EGF like domains 1	Approved	AVSD2	CIRRIN	3p25.3	AF452623
HGNC:28150	CRELD2	cysteine rich with EGF like domains 2	Approved		MGC11256	22q13.33	BC050675
HGNC:2352	CREM	cAMP responsive element modulator	Approved		hCREM-2	10p11.21	
HGNC:2355	CRH	corticotropin releasing hormone	Approved		CRF, CRH1	8q13.1	
HGNC:2356	CRHBP	corticotropin releasing hormone binding protein	Approved		CRF-BP, CRFBP	5q13.3	X58022
HGNC:2357	CRHR1	corticotropin releasing hormone receptor 1	Approved	CRHR	CRF-R, CRF1	17q21.31	L23332
HGNC:2358	CRHR2	corticotropin releasing hormone receptor 2	Approved		CRF2, CRF-RB, HM-CRF	7p14.3	
HGNC:2359	CRIM1	cysteine rich transmembrane BMP regulator 1	Approved	S52		2p22.2	AF168681
HGNC:2360	CRIP1	cysteine rich protein 1	Approved		CRIP	14q32.33	
HGNC:2361	CRIP2	cysteine rich protein 2	Approved		CRP2, ESP1	14q32.33	
HGNC:17751	CRIP3	cysteine rich protein 3	Approved		TLP-A, bA480N24.2, TLP	6p21.1	AY555741
HGNC:14312	CRIPT	CXXC repeat containing interactor of PDZ3 domain	Approved		HSPC139	2p21	AA165108
HGNC:304	CRISP1	cysteine rich secretory protein 1	Approved	AEGL1	CRISP-1, ARP, HUMARP, HSCRISP1D, HSCRISP1G	6p12.3	D38451
HGNC:12024	CRISP2	cysteine rich secretory protein 2	Approved	GAPDL5, TPX1	CRISP-2, CT36	6p12.3	X95239
HGNC:16904	CRISP3	cysteine rich secretory protein 3	Approved		SGP28, CRISP-3, CRS3, dJ442L6.3, Aeg2	6p12.3	X94323
HGNC:18206	CRISPLD1	cysteine rich secretory protein LCCL domain containing 1	Approved	LCRISP1	Cocoacrisp, DKFZp762F133	8q21.13	AL834301
HGNC:25248	CRISPLD2	cysteine rich secretory protein LCCL domain containing 2	Approved	LCRISP2	DKFZP434B044, LGL1	16q24.1	AL136861
HGNC:2362	CRK	CRK proto-oncogene, adaptor protein	Approved			17p13.3	D10656
HGNC:2363	CRKL	CRK like proto-oncogene, adaptor protein	Approved			22q11.21	
HGNC:2364	CRLF1	cytokine receptor like factor 1	Approved		CLF-1, CLF, CISS, CISS1	19p12	AF059293
HGNC:14281	CRLF2	cytokine receptor like factor 2	Approved		CRL2, TSLPR	Xp22.3 and Yp11.3	AF142570
HGNC:17177	CRLF3	cytokine receptor like factor 3	Approved		CREME9, CYTOR4	17q11.2	AF120151
HGNC:16148	CRLS1	cardiolipin synthase 1	Approved	C20orf155	dJ967N21.6, CLS1, GCD10	20p12.3	AF241784
HGNC:2365	CRMP1	collapsin response mediator protein 1	Approved		DRP-1, DPYSL1	4p16.2	D78012
HGNC:15762	CRNKL1	crooked neck pre-mRNA splicing factor 1	Approved		CRN, CLF, SYF3, Clf1	20p11.23	AF255443
HGNC:1230	CRNN	cornulin	Approved	C1orf10	SEP53	1q21.3	AF077831
HGNC:21299	CROCC	ciliary rootlet coiled-coil, rootletin	Approved		rootletin, ROLT, CROCC1	1p36.13	AB007914
HGNC:51677	CROCC2	ciliary rootlet coiled-coil, rootletin family member 2	Approved			2q37.3	
HGNC:2366	CROT	carnitine O-octanoyltransferase	Approved		COT	7q21.12	
HGNC:2367	CRP	C-reactive protein	Approved		PTX1	1q23.2	M11725
HGNC:37276	CRPPA	CDP-L-ribitol pyrophosphorylase A	Approved	ISPD	hCG_1745121, IspD, Nip	7p21.2	AK124805
HGNC:14882	CRTAC1	cartilage acidic protein 1	Approved		FLJ10320, CEP-68, ASPIC1	10q24.2	AJ276171
HGNC:24313	CRTAM	cytotoxic and regulatory T cell molecule	Approved		CD355	11q24.1	AF001622
HGNC:2379	CRTAP	cartilage associated protein	Approved		CASP, LEPREL3, P3H5	3p22.3	AJ006470
HGNC:16062	CRTC1	CREB regulated transcription coactivator 1	Approved	MECT1	KIAA0616, FLJ14027, TORC1	19p13.11	AY040323
HGNC:27301	CRTC2	CREB regulated transcription coactivator 2	Approved		TORC2	1q21.3	AY360172
HGNC:26148	CRTC3	CREB regulated transcription coactivator 3	Approved		FLJ21868	15q26.1	
HGNC:2383	CRX	cone-rod homeobox	Approved	CORD2	CRD, LCA7, OTX3	19q13.33	AF024711
HGNC:2384	CRY1	cryptochrome circadian regulator 1	Approved	PHLL1		12q23.3	BC030519
HGNC:2385	CRY2	cryptochrome circadian regulator 2	Approved			11p11.2	AB014558
HGNC:2388	CRYAA	crystallin alpha A	Approved	CRYA1	HSPB4	21q22.3	
HGNC:2389	CRYAB	crystallin alpha B	Approved	CRYA2	HSPB5	11q23.1	
HGNC:2394	CRYBA1	crystallin beta A1	Approved	CRYB1		17q11.2	
HGNC:2395	CRYBA2	crystallin beta A2	Approved			2q35	
HGNC:2396	CRYBA4	crystallin beta A4	Approved			22q12.1	
HGNC:2397	CRYBB1	crystallin beta B1	Approved			22q12.1	
HGNC:2398	CRYBB2	crystallin beta B2	Approved	CCA2, CRYB2A, CRYB2		22q11.23	
HGNC:2400	CRYBB3	crystallin beta B3	Approved	CRYB3		22q11.23	
HGNC:356	CRYBG1	crystallin beta-gamma domain containing 1	Approved	ST4, AIM1		6q21	U83115
HGNC:17295	CRYBG2	crystallin beta-gamma domain containing 2	Approved	AIM1L	FLJ38020	1p36.11	
HGNC:34427	CRYBG3	crystallin beta-gamma domain containing 3	Approved		DKFZp667G2110	3q11.2	
HGNC:2408	CRYGA	crystallin gamma A	Approved	CRYG1	CRYG5, CRY-g-A	2q33.3	
HGNC:2409	CRYGB	crystallin gamma B	Approved	CRYG2		2q33.3	
HGNC:2410	CRYGC	crystallin gamma C	Approved	CRYG3		2q33.3	
HGNC:2411	CRYGD	crystallin gamma D	Approved	CRYG4		2q33.3	
HGNC:20458	CRYGN	crystallin gamma N	Approved			7q36.1	AF445455
HGNC:2417	CRYGS	crystallin gamma S	Approved	CRYG8		3q27.3	
HGNC:18246	CRYL1	crystallin lambda 1	Approved		GDH, lambda-CRY, MGC149525, MGC149526	13q12.11	AF077049
HGNC:2418	CRYM	crystallin mu	Approved		DFNA40	16p12.2	
HGNC:2419	CRYZ	crystallin zeta	Approved			1p31.1	
HGNC:2420	CRYZL1	crystallin zeta like 1	Approved		QOH-1, 4P11	21q22.11	AF029689
HGNC:2422	CS	citrate synthase	Approved			12q13.3	
HGNC:18966	CSAD	cysteine sulfinic acid decarboxylase	Approved		PCAP, CSD	12q13.13	AB044561
HGNC:24294	CSAG1	chondrosarcoma associated gene 1	Approved		CSAGE, CT24.1	Xq28	AF268419
HGNC:16847	CSAG2	CSAG family member 2	Approved	CSAG3B	TRAG3, CT24.2	Xq28	AF080246
HGNC:26237	CSAG3	CSAG family member 3	Approved	CSAG3A		Xq28	BC007228
HGNC:30359	CSDC2	cold shock domain containing C2	Approved		PIPPin	22q13.2	AL834417
HGNC:29905	CSDE1	cold shock domain containing E1	Approved		D1S155E, UNR	1p13.2	
HGNC:2431	CSE1L	chromosome segregation 1 like	Approved		CAS, XPO2, CSE1	20q13.13	U33286
HGNC:2432	CSF1	colony stimulating factor 1	Approved		M-CSF, MCSF, MGC31930	1p13.3	BC021117
HGNC:2433	CSF1R	colony stimulating factor 1 receptor	Approved	FMS	C-FMS, CSFR, CD115	5q32	U63963
HGNC:2434	CSF2	colony stimulating factor 2	Approved		GM-CSF, GMCSF	5q31.1	M11734
HGNC:2435	CSF2RA	colony stimulating factor 2 receptor subunit alpha	Approved	CSF2R	CD116, alphaGMR	Xp22.32 and Yp11.3	M64445
HGNC:2436	CSF2RB	colony stimulating factor 2 receptor subunit beta	Approved	IL3RB	IL5RB, CD131, betaGMR	22q12.3	M59941
HGNC:2438	CSF3	colony stimulating factor 3	Approved	GCSF, G-CSF, C17orf33	MGC45931	17q21.1	
HGNC:2439	CSF3R	colony stimulating factor 3 receptor	Approved	CD114	GCSFR, G-CSF-R	1p34.3	M59820
HGNC:24290	CSGALNACT1	chondroitin sulfate N-acetylgalactosaminyltransferase 1	Approved		CSGalNAcT-1, FLJ11264, ChGn	8p21.3	AK002126
HGNC:24292	CSGALNACT2	chondroitin sulfate N-acetylgalactosaminyltransferase 2	Approved		GALNACT2, MGC40204, PRO0082, GALNACT-2	10q11.21	AF116646
HGNC:2440	CSH1	chorionic somatomammotropin hormone 1	Approved		hCS-A, CSA, PL, CSMT, FLJ75407	17q23.3	J00118
HGNC:2441	CSH2	chorionic somatomammotropin hormone 2	Approved		hCS-B, CSB, CS-2	17q23.3	V00573
HGNC:2442	CSHL1	chorionic somatomammotropin hormone like 1	Approved	CSHP1	hCS-L, CSL, CS-5, MGC149868	17q23.3	BC029365
HGNC:2444	CSK	C-terminal Src kinase	Approved			15q24.1	
HGNC:33113	CSKMT	citrate synthase lysine methyltransferase	Approved	METTL12	U99HG, CS-KMT	11q12.3	BC041359
HGNC:14026	CSMD1	CUB and Sushi multiple domains 1	Approved		KIAA1890, PPP1R24	8p23.2	
HGNC:19290	CSMD2	CUB and Sushi multiple domains 2	Approved		KIAA1884	1p35.1	AY210418
HGNC:19291	CSMD3	CUB and Sushi multiple domains 3	Approved			8q23.3	AY210419
HGNC:2445	CSN1S1	casein alpha s1	Approved	CASA, CSN1		4q13.3	X78416
HGNC:2447	CSN2	casein beta	Approved	CASB		4q13.3	X17070
HGNC:2446	CSN3	casein kappa	Approved	CSN10		4q13.3	U51899
HGNC:2451	CSNK1A1	casein kinase 1 alpha 1	Approved		CK1, CK1a, CK1alpha, CKIa, CKIalpha	5q32	AF119911
HGNC:20289	CSNK1A1L	casein kinase 1 alpha 1 like	Approved		MGC33182	13q13.3	BC028723
